0	0	0	0	0	0	0	0	0	0	0	0	Mois%C3%A9s_Alou	2005
0	0	0	0	0	0	0	0	0	0	0	0	Mois%C3%A9s_Alou	2006
0	0	0	0	0	0	0	0	0	0	0	64.136	Mois%C3%A9s_Alou	2007
43.867	38.968	64.968	155.323	177.581	193.968	252.091	157.387	142.548	148.032	114.710	109.000	Mois%C3%A9s_Alou	2008
160.065	149.581	270.387	214.742	196.097	191.226	277.548	206.839	135.233	162.290	128.419	97.677	Mois%C3%A9s_Alou	2009
116.129	115.710	150.387	197.548	191.742	129.355	143.387	190.129	145.419	193.774	153.935	107.097	Mois%C3%A9s_Alou	2010
119.839	111.742	119.968	166.516	154.000	163.903	200.387	155.839	371.613	286.742	298.387	97.677	Mois%C3%A9s_Alou	2011
120.871	131.839	114.290	197.903	161.355	171.903	206.742	200.839	153.129	210.516	121.484	113.129	Mois%C3%A9s_Alou	2012
179.355	123.194	215.290	194.161	148.516	135.677	159.581	130.097	87.742	192.548	115.226	96.516	Mois%C3%A9s_Alou	2013
0	0	0	0	0	0	0	0	0	0	0	0	Brady_Anderson	2005
0	0	0	0	0	0	0	0	0	0	0	0	Brady_Anderson	2006
0	0	0	0	0	0	0	0	0	0	0	429.136	Brady_Anderson	2007
241.000	129.935	145.613	134.419	125.774	139.419	152.273	122.677	100.226	115.194	93.645	85.677	Brady_Anderson	2008
118.710	269.613	128.484	174.968	239.323	240.935	240.548	220.677	120.700	116.226	111.065	89.742	Brady_Anderson	2009
190.355	108.323	146.097	218.032	164.645	133.226	146.323	226.258	257.419	131.097	75.419	90.323	Brady_Anderson	2010
117.258	114.548	125.968	178.387	155.774	128.839	205.806	132.742	102.355	110.645	94.226	67.226	Brady_Anderson	2011
122.097	138.032	121.516	178.968	199.290	196.258	184.290	186.968	209.581	293.194	79.548	99.548	Brady_Anderson	2012
152.935	129.258	114.581	133.258	135.452	171.419	202.742	184.516	183.935	70.290	50.065	63.355	Brady_Anderson	2013
0	0	0	0	0	0	0	0	0	0	0	0	Sparky_Anderson	2005
0	0	0	0	0	0	0	0	0	0	0	0	Sparky_Anderson	2006
0	0	0	0	0	0	0	0	0	0	0	97.591	Sparky_Anderson	2007
109.500	109.516	125.290	192.903	181.645	173.452	189.364	134.355	171.710	160.742	80.323	99.355	Sparky_Anderson	2008
114.032	115.742	133.129	198.161	210.516	234.000	272.645	231.839	242.333	255.032	147.742	111.194	Sparky_Anderson	2009
117.484	123.323	156.290	223.032	305.742	170.581	275.065	241.323	221.419	259.419	5248.194	348.355	Sparky_Anderson	2010
281.613	164.903	200.645	312.290	350.097	636.129	311.710	225.903	199.097	1182.419	190.581	110.226	Sparky_Anderson	2011
161.548	143.355	141.000	185.581	218.097	239.903	211.839	172.387	176.387	586.129	165.129	127.323	Sparky_Anderson	2012
174.032	144.129	146.161	195.129	223.774	184.097	181.645	173.710	152.871	359.129	116.484	103.548	Sparky_Anderson	2013
0	0	0	0	0	0	0	0	0	0	0	0	Luis_Aparicio	2005
0	0	0	0	0	0	0	0	0	0	0	0	Luis_Aparicio	2006
0	0	0	0	0	0	0	0	0	0	0	60.000	Luis_Aparicio	2007
69.400	60.613	63.677	104.161	123.097	103.806	118.000	87.194	88.290	97.774	61.742	63.065	Luis_Aparicio	2008
77.935	68.548	90.032	110.323	138.194	122.484	158.806	233.903	109.067	105.000	100.581	75.194	Luis_Aparicio	2009
93.032	134.097	109.935	141.581	142.613	102.355	118.742	157.935	141.839	127.710	118.806	94.903	Luis_Aparicio	2010
98.000	86.516	88.000	111.516	124.258	107.645	143.548	116.839	87.581	103.258	93.419	82.097	Luis_Aparicio	2011
104.677	99.516	203.161	284.290	280.516	270.355	299.419	295.194	260.387	324.000	246.323	246.677	Luis_Aparicio	2012
279.935	241.387	262.387	269.419	264.419	245.452	254.387	235.000	219.871	209.774	184.581	193.935	Luis_Aparicio	2013
0	0	0	0	0	0	0	0	0	0	0	0	Kevin_Appier	2005
0	0	0	0	0	0	0	0	0	0	0	0	Kevin_Appier	2006
0	0	0	0	0	0	0	0	0	0	0	22.591	Kevin_Appier	2007
17.967	15.774	16.871	25.806	26.387	27.355	31.818	27.452	23.452	39.323	22.290	19.194	Kevin_Appier	2008
23.387	22.129	24.677	38.226	41.484	34.484	48.516	42.129	26.933	35.935	41.258	38.484	Kevin_Appier	2009
46.613	23.452	35.677	44.935	43.645	29.806	48.516	47.161	39.613	34.226	29.871	29.677	Kevin_Appier	2010
28.097	25.097	29.097	37.097	33.032	54.806	35.000	29.000	23.645	26.871	31.742	23.935	Kevin_Appier	2011
23.677	22.290	27.097	33.452	36.645	36.968	41.452	34.645	26.839	29.677	26.710	30.935	Kevin_Appier	2012
28.000	23.871	25.355	33.194	33.355	33.871	28.774	25.871	20.935	21.774	15.484	20.968	Kevin_Appier	2013
